Algoritmo,File,Word,Count,Time
Sequencial naive,livros/Dracula.txt,was,1892,13.383779
CPU Paralelo,livros/Dracula.txt,was,1892,18.324345
Sequencial naive,livros/Dracula.txt,was,1892,33.286418
CPU Paralelo,livros/Dracula.txt,was,1892,18.710314
Sequencial naive,livros/Dracula.txt,was,1892,14.376751
CPU Paralelo,livros/Dracula.txt,was,1892,22.537871
Sequencial naive,livros/DonQuixote.txt,that,13,35.487041
CPU Paralelo,livros/DonQuixote.txt,that,13,43.940506
Sequencial naive,livros/DonQuixote.txt,that,13,18.927191
CPU Paralelo,livros/DonQuixote.txt,that,13,15.194019
Sequencial naive,livros/DonQuixote.txt,that,13,11.663898
CPU Paralelo,livros/DonQuixote.txt,that,13,13.826151
Sequencial naive,livros/DonQuixote.txt,that,13,12.83408
CPU Paralelo,livros/DonQuixote.txt,that,13,19.474388
Sequencial naive,livros/DonQuixote.txt,that,13,14.046722
CPU Paralelo,livros/DonQuixote.txt,that,13,16.799828
Sequencial naive,livros/DonQuixote.txt,that,13,13.823641
CPU Paralelo,livros/DonQuixote.txt,that,13,15.373673
Sequencial naive,livros/DonQuixote.txt,that,13,15.581753
CPU Paralelo,livros/DonQuixote.txt,that,13,16.122057
Sequencial naive,livros/DonQuixote.txt,that,13,14.237214
CPU Paralelo,livros/DonQuixote.txt,that,13,16.601706
Sequencial naive,livros/DonQuixote.txt,that,13,14.05914
CPU Paralelo,livros/DonQuixote.txt,that,13,15.960017
Sequencial naive,livros/DonQuixote.txt,that,13,14.100096
CPU Paralelo,livros/DonQuixote.txt,that,13,16.098632
Sequencial naive,livros/MobyDick.txt,that,3012,7.667933
CPU Paralelo,livros/MobyDick.txt,that,3012,9.923768
Sequencial naive,livros/MobyDick.txt,that,3012,10.19969
CPU Paralelo,livros/MobyDick.txt,that,3012,9.974358
Sequencial naive,livros/MobyDick.txt,that,3012,7.596466
CPU Paralelo,livros/MobyDick.txt,that,3012,9.883807
Sequencial naive,livros/MobyDick.txt,that,3012,7.563995
CPU Paralelo,livros/MobyDick.txt,that,3012,10.212775
Sequencial naive,livros/MobyDick.txt,that,3012,7.95858
CPU Paralelo,livros/MobyDick.txt,that,3012,11.85284
Sequencial naive,livros/MobyDick.txt,that,3012,12.171231
CPU Paralelo,livros/MobyDick.txt,that,3012,23.085467
Sequencial naive,livros/MobyDick.txt,that,3012,20.995379
CPU Paralelo,livros/MobyDick.txt,that,3012,24.071926
Sequencial naive,livros/MobyDick.txt,that,3012,20.171782
CPU Paralelo,livros/MobyDick.txt,that,3012,25.822914
Sequencial naive,livros/MobyDick.txt,that,3012,19.047052
CPU Paralelo,livros/MobyDick.txt,that,3012,26.049688
Sequencial naive,livros/MobyDick.txt,that,3012,20.094909
CPU Paralelo,livros/MobyDick.txt,that,3012,24.702581
Sequencial naive,livros/Dracula.txt,that,2436,15.025794
CPU Paralelo,livros/Dracula.txt,that,2436,18.98718
Sequencial naive,livros/Dracula.txt,that,2436,14.693213
CPU Paralelo,livros/Dracula.txt,that,2436,40.929028
Sequencial naive,livros/Dracula.txt,that,2436,12.675543
CPU Paralelo,livros/Dracula.txt,that,2436,19.143122
Sequencial naive,livros/Dracula.txt,that,2436,14.876002
CPU Paralelo,livros/Dracula.txt,that,2436,19.951381
Sequencial naive,livros/Dracula.txt,that,2436,16.239129
CPU Paralelo,livros/Dracula.txt,that,2436,19.32285
Sequencial naive,livros/Dracula.txt,that,2436,14.09304
CPU Paralelo,livros/Dracula.txt,that,2436,20.479896
Sequencial naive,livros/Dracula.txt,that,2436,17.657132
CPU Paralelo,livros/Dracula.txt,that,2436,21.404751
Sequencial naive,livros/Dracula.txt,that,2436,19.734457
CPU Paralelo,livros/Dracula.txt,that,2436,26.473399
Sequencial naive,livros/Dracula.txt,that,2436,15.753112
CPU Paralelo,livros/Dracula.txt,that,2436,19.749102
Sequencial naive,livros/Dracula.txt,that,2436,18.692834
CPU Paralelo,livros/Dracula.txt,that,2436,21.42013
Sequencial naive,livros/DonQuixote.txt,it,2099,39.260722
CPU Paralelo,livros/DonQuixote.txt,it,2099,36.536279
Sequencial naive,livros/DonQuixote.txt,it,2099,16.737366
CPU Paralelo,livros/DonQuixote.txt,it,2099,16.754726
Sequencial naive,livros/DonQuixote.txt,it,2099,9.376782
CPU Paralelo,livros/DonQuixote.txt,it,2099,9.771335
Sequencial naive,livros/DonQuixote.txt,it,2099,8.47348
CPU Paralelo,livros/DonQuixote.txt,it,2099,10.213306
Sequencial naive,livros/DonQuixote.txt,it,2099,7.371078
CPU Paralelo,livros/DonQuixote.txt,it,2099,9.553319
Sequencial naive,livros/DonQuixote.txt,it,2099,8.728474
CPU Paralelo,livros/DonQuixote.txt,it,2099,10.699798
Sequencial naive,livros/DonQuixote.txt,it,2099,8.180626
CPU Paralelo,livros/DonQuixote.txt,it,2099,10.336549
Sequencial naive,livros/DonQuixote.txt,it,2099,7.422655
CPU Paralelo,livros/DonQuixote.txt,it,2099,10.097765
Sequencial naive,livros/DonQuixote.txt,it,2099,8.469418
CPU Paralelo,livros/DonQuixote.txt,it,2099,8.79034
Sequencial naive,livros/DonQuixote.txt,it,2099,8.085191
CPU Paralelo,livros/DonQuixote.txt,it,2099,8.962919
Sequencial naive,livros/MobyDick.txt,it,7724,4.273188
CPU Paralelo,livros/MobyDick.txt,it,7724,6.724329
Sequencial naive,livros/MobyDick.txt,it,7724,4.167409
CPU Paralelo,livros/MobyDick.txt,it,7724,5.71729
Sequencial naive,livros/MobyDick.txt,it,7724,5.628002
CPU Paralelo,livros/MobyDick.txt,it,7724,7.210981
Sequencial naive,livros/MobyDick.txt,it,7724,6.320471
CPU Paralelo,livros/MobyDick.txt,it,7724,9.433221
Sequencial naive,livros/MobyDick.txt,it,7724,6.197036
CPU Paralelo,livros/MobyDick.txt,it,7724,9.07328
Sequencial naive,livros/MobyDick.txt,it,7724,7.574732
CPU Paralelo,livros/MobyDick.txt,it,7724,10.211211
Sequencial naive,livros/MobyDick.txt,it,7724,9.656892
CPU Paralelo,livros/MobyDick.txt,it,7724,33.766226
Sequencial naive,livros/MobyDick.txt,it,7724,19.269727
CPU Paralelo,livros/MobyDick.txt,it,7724,24.111027
Sequencial naive,livros/MobyDick.txt,it,7724,21.069809
CPU Paralelo,livros/MobyDick.txt,it,7724,25.934574
Sequencial naive,livros/MobyDick.txt,it,7724,20.559267
CPU Paralelo,livros/MobyDick.txt,it,7724,25.581475
Sequencial naive,livros/Dracula.txt,it,5373,17.436718
CPU Paralelo,livros/Dracula.txt,it,5373,20.082069
Sequencial naive,livros/Dracula.txt,it,5373,15.979961
CPU Paralelo,livros/Dracula.txt,it,5373,20.901676
Sequencial naive,livros/Dracula.txt,it,5373,20.845512
CPU Paralelo,livros/Dracula.txt,it,5373,25.445572
Sequencial naive,livros/Dracula.txt,it,5373,20.909419
CPU Paralelo,livros/Dracula.txt,it,5373,25.801536
Sequencial naive,livros/Dracula.txt,it,5373,14.746977
CPU Paralelo,livros/Dracula.txt,it,5373,20.384003
Sequencial naive,livros/Dracula.txt,it,5373,14.694996
CPU Paralelo,livros/Dracula.txt,it,5373,20.777973
Sequencial naive,livros/Dracula.txt,it,5373,14.651753
CPU Paralelo,livros/Dracula.txt,it,5373,20.425193
Sequencial naive,livros/Dracula.txt,it,5373,21.052941
CPU Paralelo,livros/Dracula.txt,it,5373,24.780363
Sequencial naive,livros/Dracula.txt,it,5373,13.725376
CPU Paralelo,livros/Dracula.txt,it,5373,19.341108
Sequencial naive,livros/Dracula.txt,it,5373,14.413916
CPU Paralelo,livros/Dracula.txt,it,5373,22.375973
Sequencial naive,livros/DonQuixote.txt,Don,203,39.06708
CPU Paralelo,livros/DonQuixote.txt,Don,203,40.904587
Sequencial naive,livros/DonQuixote.txt,Don,203,34.276704
CPU Paralelo,livros/DonQuixote.txt,Don,203,40.044932
Sequencial naive,livros/DonQuixote.txt,Don,203,23.101679
CPU Paralelo,livros/DonQuixote.txt,Don,203,16.768507
Sequencial naive,livros/DonQuixote.txt,Don,203,11.105122
CPU Paralelo,livros/DonQuixote.txt,Don,203,12.814438
Sequencial naive,livros/DonQuixote.txt,Don,203,11.119694
CPU Paralelo,livros/DonQuixote.txt,Don,203,11.984196
Sequencial naive,livros/DonQuixote.txt,Don,203,12.878221
CPU Paralelo,livros/DonQuixote.txt,Don,203,13.875303
Sequencial naive,livros/DonQuixote.txt,Don,203,9.970808
CPU Paralelo,livros/DonQuixote.txt,Don,203,12.661056
Sequencial naive,livros/DonQuixote.txt,Don,203,10.724744
CPU Paralelo,livros/DonQuixote.txt,Don,203,16.865935
Sequencial naive,livros/DonQuixote.txt,Don,203,10.218571
CPU Paralelo,livros/DonQuixote.txt,Don,203,14.696262
Sequencial naive,livros/DonQuixote.txt,Don,203,13.625506
CPU Paralelo,livros/DonQuixote.txt,Don,203,13.278022
Sequencial naive,livros/MobyDick.txt,Don,40,5.513861
CPU Paralelo,livros/MobyDick.txt,Don,40,7.844719
Sequencial naive,livros/MobyDick.txt,Don,40,5.980669
CPU Paralelo,livros/MobyDick.txt,Don,40,18.469053
Sequencial naive,livros/MobyDick.txt,Don,40,13.110597
CPU Paralelo,livros/MobyDick.txt,Don,40,25.064428
Sequencial naive,livros/MobyDick.txt,Don,40,25.147316
CPU Paralelo,livros/MobyDick.txt,Don,40,30.845671
Sequencial naive,livros/MobyDick.txt,Don,40,24.085208
CPU Paralelo,livros/MobyDick.txt,Don,40,32.275242
Sequencial naive,livros/MobyDick.txt,Don,40,23.066894
CPU Paralelo,livros/MobyDick.txt,Don,40,31.126023
Sequencial naive,livros/MobyDick.txt,Don,40,36.671279
CPU Paralelo,livros/MobyDick.txt,Don,40,40.304847
Sequencial naive,livros/MobyDick.txt,Don,40,33.96013
CPU Paralelo,livros/MobyDick.txt,Don,40,33.996643
Sequencial naive,livros/MobyDick.txt,Don,40,25.008339
CPU Paralelo,livros/MobyDick.txt,Don,40,32.59105
Sequencial naive,livros/MobyDick.txt,Don,40,23.594462
CPU Paralelo,livros/MobyDick.txt,Don,40,31.623857
Sequencial naive,livros/Dracula.txt,Don,13,15.676276
CPU Paralelo,livros/Dracula.txt,Don,13,24.134773
Sequencial naive,livros/Dracula.txt,Don,13,16.813463
CPU Paralelo,livros/Dracula.txt,Don,13,23.034506
Sequencial naive,livros/Dracula.txt,Don,13,15.633932
CPU Paralelo,livros/Dracula.txt,Don,13,21.979978
Sequencial naive,livros/Dracula.txt,Don,13,17.290902
CPU Paralelo,livros/Dracula.txt,Don,13,22.586358
Sequencial naive,livros/Dracula.txt,Don,13,14.634372
CPU Paralelo,livros/Dracula.txt,Don,13,22.099319
Sequencial naive,livros/Dracula.txt,Don,13,12.517965
CPU Paralelo,livros/Dracula.txt,Don,13,18.770776
Sequencial naive,livros/Dracula.txt,Don,13,12.196926
CPU Paralelo,livros/Dracula.txt,Don,13,20.060558
Sequencial naive,livros/Dracula.txt,Don,13,12.057417
CPU Paralelo,livros/Dracula.txt,Don,13,22.855342
Sequencial naive,livros/Dracula.txt,Don,13,13.816503
CPU Paralelo,livros/Dracula.txt,Don,13,19.912159
Sequencial naive,livros/Dracula.txt,Don,13,11.963589
CPU Paralelo,livros/Dracula.txt,Don,13,11.471862
Sequencial naive,livros/DonQuixote.txt,Dracula,0,14.125209
CPU Paralelo,livros/DonQuixote.txt,Dracula,0,12.971799
Sequencial naive,livros/DonQuixote.txt,Dracula,0,9.159197
CPU Paralelo,livros/DonQuixote.txt,Dracula,0,11.233743
Sequencial naive,livros/DonQuixote.txt,Dracula,0,9.280167
CPU Paralelo,livros/DonQuixote.txt,Dracula,0,10.614651
Sequencial naive,livros/DonQuixote.txt,Dracula,0,8.98626
CPU Paralelo,livros/DonQuixote.txt,Dracula,0,10.551672
Sequencial naive,livros/DonQuixote.txt,Dracula,0,8.953975
CPU Paralelo,livros/DonQuixote.txt,Dracula,0,10.991095
Sequencial naive,livros/DonQuixote.txt,Dracula,0,8.543405
CPU Paralelo,livros/DonQuixote.txt,Dracula,0,11.254397
Sequencial naive,livros/DonQuixote.txt,Dracula,0,9.331393
CPU Paralelo,livros/DonQuixote.txt,Dracula,0,10.671973
Sequencial naive,livros/DonQuixote.txt,Dracula,0,9.346386
CPU Paralelo,livros/DonQuixote.txt,Dracula,0,10.813498
Sequencial naive,livros/DonQuixote.txt,Dracula,0,10.22587
CPU Paralelo,livros/DonQuixote.txt,Dracula,0,14.470365
Sequencial naive,livros/DonQuixote.txt,Dracula,0,14.080596
CPU Paralelo,livros/DonQuixote.txt,Dracula,0,16.930954
Sequencial naive,livros/MobyDick.txt,Dracula,0,10.80782
CPU Paralelo,livros/MobyDick.txt,Dracula,0,13.211344
Sequencial naive,livros/MobyDick.txt,Dracula,0,14.722638
CPU Paralelo,livros/MobyDick.txt,Dracula,0,19.303223
Sequencial naive,livros/MobyDick.txt,Dracula,0,22.337689
CPU Paralelo,livros/MobyDick.txt,Dracula,0,36.492601
Sequencial naive,livros/MobyDick.txt,Dracula,0,14.894967
CPU Paralelo,livros/MobyDick.txt,Dracula,0,19.248672
Sequencial naive,livros/MobyDick.txt,Dracula,0,14.50871
CPU Paralelo,livros/MobyDick.txt,Dracula,0,19.221682
Sequencial naive,livros/MobyDick.txt,Dracula,0,22.198033
CPU Paralelo,livros/MobyDick.txt,Dracula,0,27.513254
Sequencial naive,livros/MobyDick.txt,Dracula,0,22.137035
CPU Paralelo,livros/MobyDick.txt,Dracula,0,27.059502
Sequencial naive,livros/MobyDick.txt,Dracula,0,22.296306
CPU Paralelo,livros/MobyDick.txt,Dracula,0,25.587398
Sequencial naive,livros/MobyDick.txt,Dracula,0,8.179371
CPU Paralelo,livros/MobyDick.txt,Dracula,0,10.482698
Sequencial naive,livros/MobyDick.txt,Dracula,0,9.893881
CPU Paralelo,livros/MobyDick.txt,Dracula,0,10.091295
Sequencial naive,livros/Dracula.txt,Dracula,35,2.971899
CPU Paralelo,livros/Dracula.txt,Dracula,35,5.403972
Sequencial naive,livros/Dracula.txt,Dracula,35,2.858222
CPU Paralelo,livros/Dracula.txt,Dracula,35,4.501947
Sequencial naive,livros/Dracula.txt,Dracula,35,4.323815
CPU Paralelo,livros/Dracula.txt,Dracula,35,6.702827
Sequencial naive,livros/Dracula.txt,Dracula,35,4.666194
CPU Paralelo,livros/Dracula.txt,Dracula,35,6.38008
Sequencial naive,livros/Dracula.txt,Dracula,35,3.504419
CPU Paralelo,livros/Dracula.txt,Dracula,35,4.961405
Sequencial naive,livros/Dracula.txt,Dracula,35,4.690487
CPU Paralelo,livros/Dracula.txt,Dracula,35,6.543524
Sequencial naive,livros/Dracula.txt,Dracula,35,3.311544
CPU Paralelo,livros/Dracula.txt,Dracula,35,4.778867
Sequencial naive,livros/Dracula.txt,Dracula,35,2.732884
CPU Paralelo,livros/Dracula.txt,Dracula,35,4.475936
Sequencial naive,livros/Dracula.txt,Dracula,35,2.982831
CPU Paralelo,livros/Dracula.txt,Dracula,35,4.852993
Sequencial naive,livros/Dracula.txt,Dracula,35,2.862627
CPU Paralelo,livros/Dracula.txt,Dracula,35,5.043461
Sequencial naive,livros/DonQuixote.txt,Moby,0,8.399201
CPU Paralelo,livros/DonQuixote.txt,Moby,0,11.20469
Sequencial naive,livros/DonQuixote.txt,Moby,0,10.460702
CPU Paralelo,livros/DonQuixote.txt,Moby,0,14.812768
Sequencial naive,livros/DonQuixote.txt,Moby,0,16.282409
CPU Paralelo,livros/DonQuixote.txt,Moby,0,26.755708
Sequencial naive,livros/DonQuixote.txt,Moby,0,29.352772
CPU Paralelo,livros/DonQuixote.txt,Moby,0,28.591005
Sequencial naive,livros/DonQuixote.txt,Moby,0,26.427841
CPU Paralelo,livros/DonQuixote.txt,Moby,0,29.850723
Sequencial naive,livros/DonQuixote.txt,Moby,0,23.9549
CPU Paralelo,livros/DonQuixote.txt,Moby,0,26.815944
Sequencial naive,livros/DonQuixote.txt,Moby,0,24.125102
CPU Paralelo,livros/DonQuixote.txt,Moby,0,28.299923
Sequencial naive,livros/DonQuixote.txt,Moby,0,23.097249
CPU Paralelo,livros/DonQuixote.txt,Moby,0,28.830985
Sequencial naive,livros/DonQuixote.txt,Moby,0,23.659441
CPU Paralelo,livros/DonQuixote.txt,Moby,0,27.763835
Sequencial naive,livros/DonQuixote.txt,Moby,0,23.272529
CPU Paralelo,livros/DonQuixote.txt,Moby,0,27.952874
Sequencial naive,livros/MobyDick.txt,Moby,86,12.125607
CPU Paralelo,livros/MobyDick.txt,Moby,86,17.48934
Sequencial naive,livros/MobyDick.txt,Moby,86,12.422209
CPU Paralelo,livros/MobyDick.txt,Moby,86,17.089089
Sequencial naive,livros/MobyDick.txt,Moby,86,12.597848
CPU Paralelo,livros/MobyDick.txt,Moby,86,17.26824
Sequencial naive,livros/MobyDick.txt,Moby,86,11.847713
CPU Paralelo,livros/MobyDick.txt,Moby,86,31.55924
Sequencial naive,livros/MobyDick.txt,Moby,86,20.366611
CPU Paralelo,livros/MobyDick.txt,Moby,86,25.973349
Sequencial naive,livros/MobyDick.txt,Moby,86,23.814739
CPU Paralelo,livros/MobyDick.txt,Moby,86,37.561129
Sequencial naive,livros/MobyDick.txt,Moby,86,20.420686
CPU Paralelo,livros/MobyDick.txt,Moby,86,25.480411
Sequencial naive,livros/MobyDick.txt,Moby,86,19.669131
CPU Paralelo,livros/MobyDick.txt,Moby,86,27.328114
Sequencial naive,livros/MobyDick.txt,Moby,86,17.141462
CPU Paralelo,livros/MobyDick.txt,Moby,86,17.526658
Sequencial naive,livros/MobyDick.txt,Moby,86,9.680067
CPU Paralelo,livros/MobyDick.txt,Moby,86,13.725689
Sequencial naive,livros/Dracula.txt,Moby,0,6.4454
CPU Paralelo,livros/Dracula.txt,Moby,0,13.895524
Sequencial naive,livros/Dracula.txt,Moby,0,11.98276
CPU Paralelo,livros/Dracula.txt,Moby,0,19.768555
Sequencial naive,livros/Dracula.txt,Moby,0,13.295724
CPU Paralelo,livros/Dracula.txt,Moby,0,19.763527
Sequencial naive,livros/Dracula.txt,Moby,0,12.59724
CPU Paralelo,livros/Dracula.txt,Moby,0,24.033252
Sequencial naive,livros/Dracula.txt,Moby,0,19.831172
CPU Paralelo,livros/Dracula.txt,Moby,0,29.206194
Sequencial naive,livros/Dracula.txt,Moby,0,15.455514
CPU Paralelo,livros/Dracula.txt,Moby,0,20.299564
Sequencial naive,livros/Dracula.txt,Moby,0,15.83578
CPU Paralelo,livros/Dracula.txt,Moby,0,20.268502
Sequencial naive,livros/Dracula.txt,Moby,0,12.705974
CPU Paralelo,livros/Dracula.txt,Moby,0,21.648502
Sequencial naive,livros/Dracula.txt,Moby,0,20.173662
CPU Paralelo,livros/Dracula.txt,Moby,0,26.881634
Sequencial naive,livros/Dracula.txt,Moby,0,13.112673
CPU Paralelo,livros/Dracula.txt,Moby,0,23.231367
